NOME_PRODUTO;DATA_FINALIZACAO_PROCESSO;ANO_FINALIZACAO_PROCESSO;CATEGORIA_REGULATORIA;NUMERO_REGISTRO_PRODUTO;DATA_VENCIMENTO_REGISTRO;NUMERO_PROCESSO;CLASSE_TERAPEUTICA;EMPRESA_DETENTORA_REGISTRO;SITUACAO_REGISTRO;PRINCIPIO_ATIVO;TIPO_PRODUTO
ILOSONE;22/04/2019;2019;NOVO;104400221;01/03/2029;25351126159;ANTIBIOTICOS SISTEMICOS SIMPLES + PRODUTOS ANTI-ACNE;33173097000274 - CELLERA FARMACÊUTICA S.A.;CADUCO/CANCELADO;;MEDICAMENTO
TOBI;22/04/2019;2019;NOVO;188300066;01/11/2027;25351045170;AMINOGLICOSIDEOS;11643096000122 - MYLAN LABORATORIOS LTDA;CADUCO/CANCELADO;;MEDICAMENTO
TRUVADA;22/04/2019;2019;NOVO;109290004;01/05/2027;25351036639;ANTIRETROVIRAL;15670288000189 - GILEAD SCIENCES FARMACEUTICA DO BRASIL LTDA;VÁLIDO;ENTRICITABINA +  FUMARATO DE TENOFOVIR DESOPROXILA;MEDICAMENTO
VIREAD;22/04/2019;2019;NOVO;109290005;01/07/2028;25351106132;ANTIRETROVIRAL;15670288000189 - GILEAD SCIENCES FARMACEUTICA DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
ZOTEON PÓ;22/04/2019;2019;NOVO;188300067;01/10/2028;25351045143;AMINOGLICOSIDEOS;11643096000122 - MYLAN LABORATORIOS LTDA;VÁLIDO;TOBRAMICINA;MEDICAMENTO
BENALET;29/04/2019;2019;NOVO;112363428;01/09/2027;25351030045;ANTITUSSIGENOS-ASSOCIACOES MEDICAMENTOSAS;51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA;VÁLIDO;CITRATO DE SÓDIO +  CLORETO DE AMÔNIO +  CLORIDRATO DE DIFENIDRAMINA;MEDICAMENTO
BENALET TSC;29/04/2019;2019;NOVO;112363424;01/08/2027;25351030003;ANTITUSSIGENOS;51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA;VÁLIDO;BROMIDRATO DE DEXTROMETORFANO;MEDICAMENTO
NICORETTE;29/04/2019;2019;NOVO;112363423;01/05/2029;25351030002;ANTITABAGICO;51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA;VÁLIDO;NICOTINA;MEDICAMENTO
QUESTRAN LIGHT;29/04/2019;2019;NOVO;164250004;01/10/2027;25351041286;ANTILIPEMICOS;07591326000180 - MOKSHA8 BRASIL INDUSTRIA E COMERCIO DE MEDICAMENTOS LTDA;VÁLIDO;COLESTIRAMINA;MEDICAMENTO
REPARIL;29/04/2019;2019;NOVO;188300068;01/01/2025;25351108965;ANTINFLAMATORIOS;11643096000122 - MYLAN LABORATORIOS LTDA;VÁLIDO;ESCINA +  SALICILATO DE DIETILAMÔNIO;MEDICAMENTO
Reactine;29/04/2019;2019;NOVO;112363425;01/11/2029;25351030014;ANTI-HISTAMINICOS SISTEMICOS;51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA;VÁLIDO;DICLORIDRATO DE CETIRIZINA;MEDICAMENTO
TRANSLARNA;29/04/2019;2019;NOVO;157700001;01/04/2029;25351717381;OUTROS FÁRMACOS USADOS EM TRANSTORNOS DO SISTEMA MÚSCULO-ESQUELÉTICO;25210463000109 - PTC FARMACEUTICA DO BRASIL LTDA.;VÁLIDO;ATALURENO;MEDICAMENTO
TYLENOL DC;29/04/2019;2019;NOVO;112363426;01/09/2027;25351030016;ANALGESICOS NAO NARCOTICOS;51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA;VÁLIDO;CAFEÍNA +  PARACETAMOL;MEDICAMENTO
TYLENOL SINUS;29/04/2019;2019;NOVO;112363427;01/02/2029;25351030029;PRODUTO P.TERAPIA SINTOMATICA DA GRIPE;51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA;VÁLIDO;CLORIDRATO DE PSEUDOEFEDRINA +  PARACETAMOL;MEDICAMENTO
UPTRAVI;29/04/2019;2019;NOVO;112363429;01/01/2028;25351150194;ANTI-HIPERTENSIVOS PARA HIPERTENSÃO ARTERIAL PULMONAR;51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA;VÁLIDO;SELEXIPAGUE;MEDICAMENTO
Xifaxan;06/05/2019;2019;NOVO;109740276;01/05/2029;25351759582;RIFAXIMINA;49475833000106 - BIOLAB SANUS FARMACÊUTICA LTDA;VÁLIDO;RIFAXIMINA;MEDICAMENTO
ZAVESCA;06/05/2019;2019;NOVO;112363431;01/01/2027;25351150227;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA;VÁLIDO;MIGLUSTATE;MEDICAMENTO
COMBIGAN;13/05/2019;2019;NOVO;101470188;01/05/2029;25351541037;ANTIGLAUCOMATOSOS;43426626000177 - ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;VÁLIDO;MALEATO DE TIMOLOL +  TARTARATO DE BRIMONIDINA;MEDICAMENTO
FETZIM;13/05/2019;2019;NOVO;101470187;01/05/2029;25351804975;ANTIDEPRESSIVOS;43426626000177 - ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;VÁLIDO;CLORIDRATO DE LEVOMILNACIPRANA;MEDICAMENTO
SPIOLTO;13/05/2019;2019;NOVO;103670177;01/05/2029;25351781502;BRONCODILATADORES;60831658000177 - BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.;VÁLIDO;BROMETO DE TIOTRÓPIO MONOIDRATADO +  CLORIDRATO DE OLODATEROL;MEDICAMENTO
Eklira;20/05/2019;2019;NOVO;116180280;01/05/2029;25351327200;ANTICOLINÉRGICOS;60318797000100 - ASTRAZENECA DO BRASIL LTDA;VÁLIDO;BROMETO DE ACLIDÍNIO;MEDICAMENTO
Iclusig;27/05/2019;2019;NOVO;139000001;01/05/2024;25351750852;AGENTES ANTINEOPLÁSICOS;21896000000191 - PINT PHARMA PRODUTOS MEDICO-HOSPITALARES E FARMACEUTICOS LTDA;VÁLIDO;CLORIDRATO DE PONATINIBE;MEDICAMENTO
ALLEGRA D;03/06/2019;2019;NOVO;183260313;01/11/2028;25351189991;DESCONGESTIONANTES NASAIS SISTEMICOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;CLORIDRATO DE FEXOFENADINA +  CLORIDRATO DE PSEUDOEFEDRINA;MEDICAMENTO
AUBAGIO;03/06/2019;2019;NOVO;183260315;01/03/2029;25351190040;IMUNOMODULADOR;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;TERIFLUNOMIDA;MEDICAMENTO
CAPRELSA;03/06/2019;2019;NOVO;183260326;01/11/2027;25351190522;ANTINEOPLASICO;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;VANDETANIBE;MEDICAMENTO
COLÍRIO MOURA BRASIL;03/06/2019;2019;NOVO;183260307;01/03/2029;25351189660;DESCONGESTIONATES OFTALMICOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;CLORIDRATO DE NAFAZOLINA +  SULFATO DE ZINCO HEPTAIDRATADO;MEDICAMENTO
CREMEFENERGAN;03/06/2019;2019;NOVO;183260308;01/08/2026;25351189704;ANTI-HISTAMINICOS SISTEMICOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;PROMETAZINA;MEDICAMENTO
Cerdelga;03/06/2019;2019;NOVO;183260327;01/03/2027;25351190508;MODULADORES DO METABOLISMO E DA DIGESTAO;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;HEMITARTARATO DE ELIGLUSTATE;MEDICAMENTO
DACTIL OB;03/06/2019;2019;NOVO;183260309;01/09/2025;25351189688;OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;CLORIDRATO DE PIPERIDOLATO +  HESPERIDINA +  ÁCIDO ASCÓRBICO;MEDICAMENTO
FRISIUM;03/06/2019;2019;NOVO;183260324;01/10/2029;25351190337;ANSIOLITICOS SIMPLES;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;CLOBAZAM;MEDICAMENTO
GARDENAL;03/06/2019;2019;NOVO;183260323;01/10/2029;25351190335;ANTICONVULSIVANTES;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;FENOBARBITAL;MEDICAMENTO
GLUCANTIME;03/06/2019;2019;NOVO;183260322;01/08/2026;25351190341;ANTIPARASITARIOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;ANTIMONIATO DE MEGLUMINA;MEDICAMENTO
HEXOMEDINE;03/06/2019;2019;NOVO;183260310;01/11/2029;25351189981;ANTINFECCIOSOS E ANTISSEPTICOS TOPICOS PARA OROFARINGE;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;CLORIDRATO DE TETRACAÍNA +  ISETIONATO DE HEXAMIDINA;MEDICAMENTO
HIDANTAL;03/06/2019;2019;NOVO;183260311;01/07/2026;25351189985;ANTICONVULSIVANTES;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;FENITOÍNA +  FENITOÍNA SÓDICA;MEDICAMENTO
INLYTA;03/06/2019;2019;NOVO;121100452;01/12/2025;25351189362;ANTINEOPLASICO;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;AXITINIBE;MEDICAMENTO
JEVTANA;03/06/2019;2019;NOVO;183260312;01/10/2025;25351189989;ANTINEOPLASICO;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;CABAZITAXEL;MEDICAMENTO
MOZOBIL;03/06/2019;2019;NOVO;183260325;01/02/2025;25351190491;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;PLERIXAFOR;MEDICAMENTO
NEOZINE;03/06/2019;2019;NOVO;183260316;01/11/2027;25351190065;NEUROLEPTICOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;CLORIDRATO DE LEVOMEPROMAZINA +  MALEATO DE LEVOMEPROMAZINA;MEDICAMENTO
NEULEPTIL;03/06/2019;2019;NOVO;183260317;01/03/2027;25351190083;NEUROLEPTICOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;PERICIAZINA;MEDICAMENTO
PLASIL;03/06/2019;2019;NOVO;183260318;01/06/2026;25351190092;ANTIEMETICOS E ANTINAUSEANTES;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;CLORIDRATO DE METOCLOPRAMIDA MONOIDRATADO;MEDICAMENTO
PRIMACOR;03/06/2019;2019;NOVO;183260321;01/11/2029;25351190206;VASODILATADORES;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;LACTATO DE MILRINONA;MEDICAMENTO
SABRIL;03/06/2019;2019;NOVO;183260320;01/12/2026;25351190230;ANTICONVULSIVANTES;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;VIGABATRINA;MEDICAMENTO
SOCIAN;03/06/2019;2019;NOVO;183260319;01/01/2025;25351190201;NEUROLEPTICOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;AMISSULPRIDA;MEDICAMENTO
URBANIL;03/06/2019;2019;NOVO;183260306;01/11/2026;25351189459;ANSIOLITICOS SIMPLES;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;CLOBAZAM;MEDICAMENTO
VIAGRA;03/06/2019;2019;NOVO;102160262;01/02/2028;25351190054;VASODILATADORES;46070868003699 - LABORATÓRIOS PFIZER LTDA;CADUCO/CANCELADO;;MEDICAMENTO
ZOLOFT;03/06/2019;2019;NOVO;102160263;01/03/2029;25351190082;ANTIDEPRESSIVOS;46070868003699 - LABORATÓRIOS PFIZER LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CLOPIN DUO;10/06/2019;2019;NOVO;105730718;01/06/2029;25351591420;ANTIAGREGANTE PLAQUETARIO + OUTROS MEDICAMENTOS DE ACAO NO APARELHO CARDIOVASCULAR;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;VÁLIDO;BISSULFATO DE CLOPIDOGREL +  ÁCIDO ACETILSALICÍLICO;MEDICAMENTO
Carbaglu;10/06/2019;2019;NOVO;171260001;01/06/2029;25351606177;MODULADORES DO METABOLISMO E DA DIGESTAO;53056057000179 - RECORDATI RARE DISEASES COMÉRCIO DE MEDICAMENTOS LTDA - ME;VÁLIDO;ÁCIDO CARGLÚMICO;MEDICAMENTO
NORVASC;10/06/2019;2019;NOVO;102160266;01/08/2027;25351190127;ANTI-HIPERTENSIVOS SIMPLES + ANTIANGINOSOS E VASODILATADORES;46070868003699 - LABORATÓRIOS PFIZER LTDA;CADUCO/CANCELADO;;MEDICAMENTO
NOVALGINA;10/06/2019;2019;NOVO;183260351;01/04/2028;25351189946;ANALGESICOS NAO NARCOTICOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;DIPIRONA MONOIDRATADA;MEDICAMENTO
RAPAMUNE;10/06/2019;2019;NOVO;121100453;01/04/2025;25351190262;AGENTE IMUNOSUPRESSOR;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;SIROLIMO;MEDICAMENTO
REVATIO;10/06/2019;2019;NOVO;102160265;01/07/2025;25351190116;VASODILATADORES;46070868003699 - LABORATÓRIOS PFIZER LTDA;CADUCO/CANCELADO;;MEDICAMENTO
SERMION;10/06/2019;2019;NOVO;102160264;01/03/2025;25351190078;VASODILATADORES CEREBRAIS;46070868003699 - LABORATÓRIOS PFIZER LTDA;CADUCO/CANCELADO;;MEDICAMENTO
XALKORI;10/06/2019;2019;NOVO;121100454;01/02/2026;25351190290;ANTINEOPLASICO;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;CRIZOTINIBE;MEDICAMENTO
CELEBRA;17/06/2019;2019;NOVO;102160269;01/01/2029;25351190544;ANTINFLAMATORIOS;46070868003699 - LABORATÓRIOS PFIZER LTDA;CADUCO/CANCELADO;;MEDICAMENTO
DORFLEX;17/06/2019;2019;NOVO;183260354;01/08/2026;25351190310;RELAXANTES MUSCULARES CENTRAIS-ASSOCIACOES MEDICAMENTOSAS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;CAFEÍNA ANIDRA +  CITRATO DE ORFENADRINA +  DIPIRONA MONOIDRATADA;MEDICAMENTO
LADOGAL;17/06/2019;2019;NOVO;183260355;01/06/2026;25351190431;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;DANAZOL;MEDICAMENTO
LASIX;17/06/2019;2019;NOVO;183260356;01/04/2028;25351190473;DIURETICOS SIMPLES;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;FUROSEMIDA;MEDICAMENTO
MUCOSOLVAN;17/06/2019;2019;NOVO;183260357;01/06/2025;25351190493;EXPECTORANTES BALSAMICOS E MUCOLITICO;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;CLORIDRATO DE AMBROXOL;MEDICAMENTO
PURAN T4;17/06/2019;2019;NOVO;183260353;01/06/2028;25351190236;HORMONIOS TIREOIDEANOS SIMPLES OU ASSOCIADOS ENTRE SI;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;LEVOTIROXINA SÓDICA;MEDICAMENTO
STILNOX;17/06/2019;2019;NOVO;183260352;01/03/2029;25351190128;HIPNOTICOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;HEMITARTARATO DE ZOLPIDEM;MEDICAMENTO
ALLEGRA;24/06/2019;2019;NOVO;183260359;01/05/2027;25351190114;ANTI-HISTAMINICOS SISTEMICOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;CLORIDRATO DE FEXOFENADINA;MEDICAMENTO
BUCLINA;24/06/2019;2019;NOVO;183260362;01/12/2027;25351190507;ESTIMULANTES DO APETITE;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;DICLORIDRATO DE BUCLIZINA;MEDICAMENTO
FENERGAN;24/06/2019;2019;NOVO;183260358;01/08/2026;25351189515;ANTI-HISTAMINICOS SISTEMICOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;CLORIDRATO DE PROMETAZINA;MEDICAMENTO
OMNARIS;24/06/2019;2019;NOVO;164250005;01/12/2028;25351322484;PRODUTOS PARA TERAPIA NASAL DE ACAO ESPECIFICA;07591326000180 - MOKSHA8 BRASIL INDUSTRIA E COMERCIO DE MEDICAMENTOS LTDA;VÁLIDO;CICLESONIDA;MEDICAMENTO
PROFENID;24/06/2019;2019;NOVO;183260360;01/08/2026;25351190145;ANTINFLAMATORIOS ANTIREUMATICOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;CETOPROFENO;MEDICAMENTO
PROFENID PROTECT;24/06/2019;2019;NOVO;183260361;01/06/2027;25351190505;ANTINFLAMATORIOS ANTIREUMATICOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;CETOPROFENO +  OMEPRAZOL;MEDICAMENTO
ROVAMICINA;24/06/2019;2019;NOVO;183260363;01/10/2025;25351190540;MACROLIDEOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;ESPIRAMICINA;MEDICAMENTO
TREZETE;24/06/2019;2019;NOVO;105730719;01/06/2029;25351210929;ANTILIPEMICOS;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;VÁLIDO;EZETIMIBA +  ROSUVASTATINA CÁLCICA;MEDICAMENTO
DIMETAPP EXPECTORANTE;01/07/2019;2019;NOVO;121100457;01/08/2026;25351205973;EXPECTORANTES BALSAMICOS E MUCOLITICO;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
PROMIXIN;01/07/2019;2019;NOVO;100849957;01/03/2026;25351327259;ANTIBIOTICOS SISTEMICOS SIMPLES;61100004000136 - ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA.;VÁLIDO;COLISTIMETATO DE SÓDIO;MEDICAMENTO
VITRAKVI;01/07/2019;2019;NOVO;170560117;01/07/2024;25351566346;AGENTES ANTINEOPLÁSICOS;18459628000115 - BAYER S.A.;VÁLIDO;SULFATO DE LAROTRECTINIBE;MEDICAMENTO
Vitrakvi;01/07/2019;2019;NOVO;170560116;01/07/2024;25351566250;AGENTES ANTINEOPLÁSICOS;18459628000115 - BAYER S.A.;VÁLIDO;SULFATO DE LAROTRECTINIBE;MEDICAMENTO
DOMPED;15/07/2019;2019;NOVO;105730723;01/07/2029;25351674547;ANTIEMETICOS E ANTINAUSEANTES;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;VÁLIDO;DOMPERIDONA;MEDICAMENTO
EFEXOR;15/07/2019;2019;NOVO;102160270;01/05/2025;25351190546;ANTIDEPRESSIVOS;46070868003699 - LABORATÓRIOS PFIZER LTDA;CADUCO/CANCELADO;;MEDICAMENTO
FENERGAN EXPECTORANTE;15/07/2019;2019;NOVO;183260365;01/08/2026;25351382200;EXPECTORANTES;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
GEODON;15/07/2019;2019;NOVO;102160271;01/02/2028;25351313495;NEUROLEPTICOS;46070868003699 - LABORATÓRIOS PFIZER LTDA;CADUCO/CANCELADO;;MEDICAMENTO
BEXAI;22/07/2019;2019;NOVO;102351304;01/07/2029;25351785486;ANTINFLAMATORIOS ANTIREUMATICOS;57507378000365 - EMS S/A;VÁLIDO;DICLOFENACO;MEDICAMENTO
VIMOVO;22/07/2019;2019;NOVO;186100014;01/06/2026;25351293056;AGENTES ANTIINFLAMATÓRIOS/ANTIREUMÁTICOS EM ASSOCIAÇÃO;10555143000113 - GRÜNENTHAL DO BRASIL FARMACÊUTICA LTDA.;VÁLIDO;NAPROXENO +  ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO;MEDICAMENTO
Arpejo;12/08/2019;2019;NOVO;102351307;01/08/2029;25351681542;ANTIPSICOTICOS;57507378000365 - EMS S/A;VÁLIDO;ARIPIPRAZOL;MEDICAMENTO
DIMETAPP;12/08/2019;2019;NOVO;121100460;01/01/2025;25351205981;DESCONGESTIONANTES NASAIS SISTEMICOS;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
DORMONID;12/08/2019;2019;NOVO;103900204;01/01/2025;25351396336;HIPNOTICOS;33349473000158 - FARMOQUÍMICA S/A;VÁLIDO;MALEATO DE MIDAZOLAM +  MIDAZOLAM;MEDICAMENTO
Opsumit;12/08/2019;2019;NOVO;112363432;01/08/2026;25351405137;ANTI-HIPERTENSIVOS;51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA;VÁLIDO;MACITENTANA;MEDICAMENTO
PLAVIX;12/08/2019;2019;NOVO;183260370;01/05/2028;25351411267;OUTROS MEDICAMENTOS DE ACAO NO APARELHO CARDIOVASCULAR;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;BISSULFATO DE CLOPIDOGREL;MEDICAMENTO
ARISTAB;19/08/2019;2019;NOVO;105730724;01/08/2034;25351533071;ANTIPSICOTICOS;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;VÁLIDO;ARIPIPRAZOL;MEDICAMENTO
Belviq;19/08/2019;2019;NOVO;100431277;01/12/2026;25351349935;PREPARAÇÕES ANTIOBESIDADE, EXCLUINDO PRODUTOS DIETÉTICOS;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;CADUCO/CANCELADO;;MEDICAMENTO
Duaklir Genuair;26/08/2019;2019;NOVO;116180274;01/08/2029;25351327199;ADRENÉRGICOS, PARA INALAÇÃO + AGENTES CONTRA DOENÇAS OBSTRUTIVAS DAS VIAS AÉREAS + SISTEMA RESPIRATÓR;60318797000100 - ASTRAZENECA DO BRASIL LTDA;VÁLIDO;BROMETO DE ACLIDÍNIO +  FUMARATO DE FORMOTEROL DI-HIDRATADO;MEDICAMENTO
SUPERAN;26/08/2019;2019;NOVO;183260372;01/10/2027;25351411306;ANTIEMETICOS E ANTINAUSEANTES;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;CLORIDRATO DE ALIZAPRIDA;MEDICAMENTO
ACERTALIX;02/09/2019;2019;NOVO;112780077;01/09/2029;25351666271;ANTI-HIPERTENSIVOS;42374207000176 - LABORATÓRIOS SERVIER DO BRASIL LTDA;VÁLIDO;INDAPAMIDA +  PERINDOPRIL ARGININA;MEDICAMENTO
COLTRAX;02/09/2019;2019;NOVO;183260378;01/10/2026;25351411946;RELAXANTES MUSCULARES CENTRAIS SIMPLES;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;TIOCOLCHICOSÍDEO;MEDICAMENTO
ESPERSON;02/09/2019;2019;NOVO;183260375;01/04/2028;25351411901;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;DESOXIMETASONA;MEDICAMENTO
FLAGYL;02/09/2019;2019;NOVO;183260377;01/08/2026;25351411835;AMEBICIDAS, GIARDICIDAS E TRICOMONICIDAS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;METRONIDAZOL;MEDICAMENTO
FLAGYL NISTATINA;02/09/2019;2019;NOVO;183260376;01/08/2027;25351411906;PRODUTOS GINECOLOGICOS ANTIINFECCIOSOS TOPICOS ASSOCIACAO MEDICAMENTOSA;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
LEXOTAN;02/09/2019;2019;NOVO;115240008;01/08/2026;25351379401;ANSIOLITICOS SIMPLES;53359824000119 - BLANVER FARMOQUIMICA E FARMACÊUTICA S.A.;VÁLIDO;BROMAZEPAM;MEDICAMENTO
RIFALDIN;02/09/2019;2019;NOVO;183260374;01/07/2026;25351411627;RIFAMPICINAS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;RIFAMPICINA;MEDICAMENTO
TARGOCID;02/09/2019;2019;NOVO;183260373;01/07/2028;25351411593;ANTIBIOTICOS SISTEMICOS SIMPLES;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;TEICOPLANINA;MEDICAMENTO
Vemlidy;02/09/2019;2019;NOVO;109290006;01/09/2029;25351003041;ANTIINFECCIOSOS PARA USO SISTÊMICO + ANTIVIRAIS DE AÇÃO DIRETA + ANTIVIRAIS PARA USO SISTÊMICO + NUCE;15670288000189 - GILEAD SCIENCES FARMACEUTICA DO BRASIL LTDA;VÁLIDO;HEMIFUMARATO DE TENOFOVIR ALAFENAMIDA;MEDICAMENTO
AMARYL;09/09/2019;2019;NOVO;183260388;01/02/2026;25351412017;ANTIDIABETICOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;GLIMEPIRIDA;MEDICAMENTO
AMPLICTIL;09/09/2019;2019;NOVO;183260385;01/08/2026;25351411962;NEUROLEPTICOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;CLORIDRATO DE CLORPROMAZINA;MEDICAMENTO
ATURGYL;09/09/2019;2019;NOVO;183260381;01/05/2028;25351411925;DESCONGESTIONANTES NASAIS TOPICOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;CLORIDRATO DE OXIMETAZOLINA;MEDICAMENTO
BISOLVON;09/09/2019;2019;NOVO;183260383;01/10/2025;25351411936;EXPECTORANTES;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;CLORIDRATO DE BROMEXINA;MEDICAMENTO
CHAMPIX;09/09/2019;2019;NOVO;121100463;01/09/2026;25351421695;ANTITABAGICO;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;TARTARATO DE VARENICLINA;MEDICAMENTO
COLTRAX INJ;09/09/2019;2019;NOVO;183260384;01/10/2026;25351411961;RELAXANTES MUSCULARES CENTRAIS SIMPLES;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;TIOCOLCHICOSÍDEO;MEDICAMENTO
DIGESAN;09/09/2019;2019;NOVO;183260382;01/08/2026;25351411840;ANTIEMETICOS E ANTINAUSEANTES;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;BROMOPRIDA;MEDICAMENTO
ELIQUIS;09/09/2019;2019;NOVO;121100464;01/07/2026;25351421699;ANTITROMBOTICO;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;APIXABANA;MEDICAMENTO
