NOME_PRODUTO;DATA_FINALIZACAO_PROCESSO;ANO_FINALIZACAO_PROCESSO;CATEGORIA_REGULATORIA;NUMERO_REGISTRO_PRODUTO;DATA_VENCIMENTO_REGISTRO;NUMERO_PROCESSO;CLASSE_TERAPEUTICA;EMPRESA_DETENTORA_REGISTRO;SITUACAO_REGISTRO;PRINCIPIO_ATIVO;TIPO_PRODUTO
ALBENDAZOL;13/06/2016;2016;GENÉRICO;105730490;01/06/2021;25351802811;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;CADUCO/CANCELADO;;MEDICAMENTO
ALBENDAZOL;13/06/2016;2016;GENÉRICO;143810187;01/06/2026;25351575389;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;02814497000107 - CIMED INDUSTRIA S.A;VÁLIDO;ALBENDAZOL;MEDICAMENTO
CABERGOLINA;13/06/2016;2016;GENÉRICO;102351161;01/06/2026;25351308145;OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES;57507378000365 - EMS S/A;VÁLIDO;CABERGOLINA;MEDICAMENTO
CLORIDRATO DE CIPROFLOXACINO;13/06/2016;2016;GENÉRICO;100431185;01/06/2026;25351022675;ANTIBIOTICOS SISTEMICOS SIMPLES;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;VÁLIDO;CLORIDRATO DE CIPROFLOXACINO ;MEDICAMENTO
CLORIDRATO DE TRAZODONA;13/06/2016;2016;GENÉRICO;105830789;01/06/2026;25351607084;ANTIDEPRESSIVOS;45992062000165 - GERMED FARMACEUTICA LTDA;VÁLIDO;CLORIDRATO DE TRAZODONA;MEDICAMENTO
CLORIDRATRO DE TRAZODONA;13/06/2016;2016;GENÉRICO;167730413;01/06/2026;25351607083;ANTIDEPRESSIVOS;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;CLORIDRATO DE TRAZODONA;MEDICAMENTO
LAMOTRIGINA;13/06/2016;2016;GENÉRICO;156490009;01/06/2026;25351710190;ANTICONVULSIVANTES;05399786000185 - UNICHEM FARMACÊUTICA DO BRASIL LTDA;VÁLIDO;LAMOTRIGINA;MEDICAMENTO
bosentana;13/06/2016;2016;GENÉRICO;104920231;01/06/2026;25351508554;ANTI-HIPERTENSIVOS;33150764000112 - BIOLAB FARMA GENERICOS LTDA;CADUCO/CANCELADO;;MEDICAMENTO
cloridrato de nebivolol;13/06/2016;2016;GENÉRICO;104920232;01/06/2026;25351477423;ANTI-HIPERTENSIVOS;33150764000112 - BIOLAB FARMA GENERICOS LTDA;CADUCO/CANCELADO;;MEDICAMENTO
drosperinona + etinilestradiol;13/06/2016;2016;GENÉRICO;105830790;01/06/2026;25351246090;ANTICONCEPCIONAIS;45992062000165 - GERMED FARMACEUTICA LTDA;VÁLIDO;DROSPIRENONA +  ETINILESTRADIOL;MEDICAMENTO
valsartana;13/06/2016;2016;GENÉRICO;112130477;01/06/2021;25351787955;ANTI-HIPERTENSIVOS SIMPLES;53162095000106 - BIOSINTÉTICA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE METFORMINA;20/06/2016;2016;GENÉRICO;126750190;01/06/2026;25351203206;ANTIDIABETICOS;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;VÁLIDO;CLORIDRATO DE METFORMINA;MEDICAMENTO
EZETIMIBA;20/06/2016;2016;GENÉRICO;126750188;01/06/2026;25351339114;ANTILIPEMICOS;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;VÁLIDO;EZETIMIBA;MEDICAMENTO
OXALATO DE ESCITALOPRAM;20/06/2016;2016;GENÉRICO;100431186;01/06/2026;25351022727;ANTIDEPRESSIVOS;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;VÁLIDO;OXALATO DE ESCITALOPRAM;MEDICAMENTO
TADALAFILA;20/06/2016;2016;GENÉRICO;126750189;01/06/2026;25351019706;VASODILATADORES;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;VÁLIDO;TADALAFILA;MEDICAMENTO
drospirenona + etinilestradiol;20/06/2016;2016;GENÉRICO;167730414;01/06/2026;25351240656;ANTICONCEPCIONAIS;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;DROSPIRENONA +  ETINILESTRADIOL;MEDICAMENTO
ITRACONAZOL;27/06/2016;2016;GENÉRICO;100431188;01/06/2026;25351022785;ANTIMICOTICOS SISTEMICOS;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;VÁLIDO;ITRACONAZOL;MEDICAMENTO
OLANZAPINA;27/06/2016;2016;GENÉRICO;155840515;01/06/2026;25351539285;ANTIPSICOTICOS;05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;VÁLIDO;OLANZAPINA;MEDICAMENTO
citrato de sildenafila;27/06/2016;2016;GENÉRICO;105830791;01/06/2026;25351321371;VASODILATADORES;45992062000165 - GERMED FARMACEUTICA LTDA;VÁLIDO;CITRATO DE SILDENAFILA;MEDICAMENTO
ácido mefenâmico;27/06/2016;2016;GENÉRICO;105830792;01/06/2026;25351599640;ANTINFLAMATORIOS;45992062000165 - GERMED FARMACEUTICA LTDA;VÁLIDO;ÁCIDO MEFENÂMICO;MEDICAMENTO
ACETILCISTEINA;04/07/2016;2016;GENÉRICO;155840519;01/07/2026;25351663290;EXPECTORANTES BALSAMICOS E MUCOLITICO;05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;VÁLIDO;ACETILCISTEÍNA;MEDICAMENTO
Acetato de Octreotida;04/07/2016;2016;GENÉRICO;102980438;01/07/2026;25351132357;OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;VÁLIDO;ACETATO DE OCTREOTIDA;MEDICAMENTO
CABERGOLINA;04/07/2016;2016;GENÉRICO;110390214;01/07/2026;25351149842;OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;VÁLIDO;CABERGOLINA;MEDICAMENTO
CLORIDRATO DE PROPAFENONA;04/07/2016;2016;GENÉRICO;125680255;01/07/2026;25351172912;ANTIARRITMICOS;73856593000166 - PRATI DONADUZZI & CIA LTDA;VÁLIDO;CLORIDRATO DE PROPAFENONA;MEDICAMENTO
GABAPENTINA;04/07/2016;2016;GENÉRICO;100470594;01/07/2026;25351012054;ANTICONVULSIVANTES;61286647000116 - SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;GABAPENTINA;MEDICAMENTO
ITRACONAZOL;04/07/2016;2016;GENÉRICO;110390215;01/07/2026;25351371108;ANTIMICOTICO;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;VÁLIDO;ITRACONAZOL;MEDICAMENTO
LOPINAVIR + RITONAVIR;04/07/2016;2016;GENÉRICO;102980436;01/07/2026;25351372095;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA);44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;VÁLIDO;LOPINAVIR +  RITONAVIR;MEDICAMENTO
RITONAVIR;04/07/2016;2016;GENÉRICO;102980437;01/07/2026;25351372173;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA);44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;VÁLIDO;RITONAVIR;MEDICAMENTO
bromidrato de galantamina;04/07/2016;2016;GENÉRICO;104920233;01/07/2026;25351400037;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;33150764000112 - BIOLAB FARMA GENERICOS LTDA;CADUCO/CANCELADO;;MEDICAMENTO
cloridrato de lercanidipino;04/07/2016;2016;GENÉRICO;126750191;01/07/2026;25351020287;ANTI-HIPERTENSIVOS;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;VÁLIDO;CLORIDRATO DE LERCANIDIPINO;MEDICAMENTO
cloridrato de nebivolol;04/07/2016;2016;GENÉRICO;103700689;01/07/2026;25351025366;ANTI-HIPERTENSIVOS;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;CLORIDRATO DE NEBIVOLOL;MEDICAMENTO
drospirenona + etinilestradiol;04/07/2016;2016;GENÉRICO;105830794;01/07/2026;25351156151;ANTICONCEPCIONAIS;45992062000165 - GERMED FARMACEUTICA LTDA;VÁLIDO;DROSPIRENONA +  ETINILESTRADIOL;MEDICAMENTO
maleato de enalapril;04/07/2016;2016;GENÉRICO;155840518;01/07/2026;25351089739;ANTI-HIPERTENSIVOS;05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;VÁLIDO;MALEATO DE ENALAPRIL;MEDICAMENTO
tartarato de brimonidina + maleato de timolol;04/07/2016;2016;GENÉRICO;104971400;01/07/2026;25351017704;ANTIGLAUCOMATOSOS;60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;VÁLIDO;MALEATO DE TIMOLOL +  TARTARATO DE BRIMONIDINA;MEDICAMENTO
dienogeste;11/07/2016;2016;GENÉRICO;112130478;01/07/2021;25351405810;PROGESTAGENOS SIMPLES;53162095000106 - BIOSINTÉTICA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
finasterida;11/07/2016;2016;GENÉRICO;105830796;01/07/2026;25351055495;INIBIDOR DA ALFA-REDUTASE;45992062000165 - GERMED FARMACEUTICA LTDA;VÁLIDO;FINASTERIDA;MEDICAMENTO
hemifumarato de quetiapina;11/07/2016;2016;GENÉRICO;100431191;01/07/2026;25351022932;ANTIPSICOTICOS;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;VÁLIDO;HEMIFUMARATO DE QUETIAPINA;MEDICAMENTO
oxalato de escitalopram;11/07/2016;2016;GENÉRICO;167730418;01/07/2026;25351083924;ANTIDEPRESSIVOS;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;OXALATO DE ESCITALOPRAM;MEDICAMENTO
succinato de desvenlafaxina monoidratado;11/07/2016;2016;GENÉRICO;183260275;01/07/2026;25351610233;ANTIDEPRESSIVOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;SUCCINATO DE DESVENLAFAXINA MONOIDRATADO;MEDICAMENTO
LEVOFLOXACINO;18/07/2016;2016;GENÉRICO;121100339;01/07/2021;25351687057;ANTIBIOTICOS SISTEMICOS SIMPLES;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
OXALATO DE ESCITALOPRAM;18/07/2016;2016;GENÉRICO;121100338;01/07/2021;25351567052;ANTIDEPRESSIVOS;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
cloridrato de amitriptilina;18/07/2016;2016;GENÉRICO;105830799;01/07/2026;25351087696;ANTIDEPRESSIVOS;45992062000165 - GERMED FARMACEUTICA LTDA;VÁLIDO;CLORIDRATO DE AMITRIPTILINA;MEDICAMENTO
cloridrato de dobutamina;18/07/2016;2016;GENÉRICO;155620044;01/07/2026;25351944617;OUTROS PRODUTOS COM ACAO NO MIOCARDIO E SISTEMA DE CONDUCAO;05439635000103 - ANTIBIÓTICOS DO BRASIL LTDA;VÁLIDO;CLORIDRATO DE DOBUTAMINA;MEDICAMENTO
mesilato de doxazosina;18/07/2016;2016;GENÉRICO;105830798;01/07/2026;25351086845;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO;45992062000165 - GERMED FARMACEUTICA LTDA;VÁLIDO;MESILATO DE DOXAZOSINA;MEDICAMENTO
oxalato de escitalopram;18/07/2016;2016;GENÉRICO;105830797;01/07/2026;25351054582;ANTIDEPRESSIVOS;45992062000165 - GERMED FARMACEUTICA LTDA;VÁLIDO;OXALATO DE ESCITALOPRAM;MEDICAMENTO
ácido  mefenâmico;18/07/2016;2016;GENÉRICO;167730420;01/07/2026;25351097588;ANTINFLAMATORIOS;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;ÁCIDO MEFENÂMICO;MEDICAMENTO
CIPROFIBRATO;25/07/2016;2016;GENÉRICO;154230231;01/07/2026;25351743430;ANTILIPEMICOS;03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A;VÁLIDO;CIPROFIBRATO;MEDICAMENTO
CLORIDRATO DE BUPROPIONA;25/07/2016;2016;GENÉRICO;100431192;01/07/2026;25351825974;ANTIDEPRESSIVOS;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;VÁLIDO;CLORIDRATO DE BUPROPIONA;MEDICAMENTO
CLORIDRATO DE TRAZODONA;25/07/2016;2016;GENÉRICO;126750193;01/07/2026;25351619608;ANTIDEPRESSIVOS;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;VÁLIDO;CLORIDRATO DE TRAZODONA;MEDICAMENTO
OLMESARTANA MEDOXOMILA+BESILATO DE ANLODIPINO;25/07/2016;2016;GENÉRICO;105830800;01/07/2026;25351203273;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;45992062000165 - GERMED FARMACEUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
OLMESARTANA MEDOXOMILA+BESILATO DE ANLODIPINO;25/07/2016;2016;GENÉRICO;126750192;01/07/2026;25351226295;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;CADUCO/CANCELADO;;MEDICAMENTO
OLMESARTANA MEDOXOMILA+BESILATO DE ANLODIPINO;25/07/2016;2016;GENÉRICO;167730422;01/07/2026;25351203304;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
TELMISARTANA + HIDROCLOROTIAZIDA;25/07/2016;2016;GENÉRICO;104920236;01/07/2026;25351649523;ANTI-HIPERTENSIVOS;33150764000112 - BIOLAB FARMA GENERICOS LTDA;CADUCO/CANCELADO;;MEDICAMENTO
atenolol;25/07/2016;2016;GENÉRICO;105830802;01/07/2026;25351324293;BETABLOQUEADORES SIMPLES;45992062000165 - GERMED FARMACEUTICA LTDA;VÁLIDO;ATENOLOL;MEDICAMENTO
citrato de sildenafila;25/07/2016;2016;GENÉRICO;126250101;01/07/2026;25351068508;VASODILATADORES;00394502007157 - LABORATÓRIO FARMACÊUTICO DA MARINHA;VÁLIDO;CITRATO DE SILDENAFILA;MEDICAMENTO
clortalidona;25/07/2016;2016;GENÉRICO;105830801;01/07/2026;25351300586;DIURETICOS SIMPLES;45992062000165 - GERMED FARMACEUTICA LTDA;VÁLIDO;CLORTALIDONA;MEDICAMENTO
hemitartarato de rivastigmina;25/07/2016;2016;GENÉRICO;105830803;01/07/2021;25351069329;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;45992062000165 - GERMED FARMACEUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
BROMIDRATO DE GALANTAMINA;01/08/2016;2016;GENÉRICO;105830804;01/08/2026;25351705508;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;45992062000165 - GERMED FARMACEUTICA LTDA;VÁLIDO;BROMIDRATO DE GALANTAMINA;MEDICAMENTO
CLORIDRATO DE GENCITABINA;01/08/2016;2016;GENÉRICO;156510061;01/08/2026;25351076598;ANTINEOPLASICO;05254971000181 - ZYDUS NIKKHO FARMACÊUTICA LTDA;VÁLIDO;CLORIDRATO DE GENCITABINA;MEDICAMENTO
OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO;01/08/2016;2016;GENÉRICO;183260277;01/08/2026;25351465825;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;BESILATO DE ANLODIPINO +  OLMESARTANA MEDOXOMILA;MEDICAMENTO
citrato de sildenafila;01/08/2016;2016;GENÉRICO;167730424;01/08/2026;25351321590;VASODILATADORES;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;CITRATO DE SILDENAFILA;MEDICAMENTO
cloridrato de nebivolol;01/08/2016;2016;GENÉRICO;155840523;01/08/2026;25351875373;ANTI-HIPERTENSIVOS;05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;VÁLIDO;CLORIDRATO DE NEBIVOLOL;MEDICAMENTO
CLORIDRATO DE PROMETAZINA;08/08/2016;2016;GENÉRICO;103700691;01/08/2026;25351007281;ANTI-HISTAMINICOS SISTEMICOS;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;CLORIDRATO DE PROMETAZINA +  PROMETAZINA;MEDICAMENTO
PANTOPRAZOL MAGNÉSICO DIIDRATADO;08/08/2016;2016;GENÉRICO;112130479;01/08/2021;25351337652;ANTIACIDOS E ANTIULCEROSOS SIMPLES;53162095000106 - BIOSINTÉTICA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
bromoprida;08/08/2016;2016;GENÉRICO;145870005;01/08/2026;25351989087;ANTIEMETICOS E ANTINAUSEANTES;01564260000152 - WASSER FARMA LTDA;VÁLIDO;BROMOPRIDA;MEDICAMENTO
cloridrato de amitriptilina;08/08/2016;2016;GENÉRICO;167730427;01/08/2026;25351087697;ANTIDEPRESSIVOS;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;CLORIDRATO DE AMITRIPTILINA;MEDICAMENTO
drospirenona + etinilestradiol;08/08/2016;2016;GENÉRICO;126750195;01/08/2026;25351184786;ANTICONCEPCIONAIS;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;VÁLIDO;DROSPIRENONA +  ETINILESTRADIOL;MEDICAMENTO
finasterida;08/08/2016;2016;GENÉRICO;105830805;01/08/2026;25351067840;INIBIDOR DA ALFA-REDUTASE;45992062000165 - GERMED FARMACEUTICA LTDA;VÁLIDO;FINASTERIDA;MEDICAMENTO
finasterida;08/08/2016;2016;GENÉRICO;167730425;01/08/2026;25351067822;INIBIDOR DA ALFA-REDUTASE;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;FINASTERIDA;MEDICAMENTO
indapamida;08/08/2016;2016;GENÉRICO;154230232;01/08/2026;25351089714;DIURETICOS SIMPLES;03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A;VÁLIDO;INDAPAMIDA;MEDICAMENTO
mesilato de doxazosina;08/08/2016;2016;GENÉRICO;167730426;01/08/2026;25351086935;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;MESILATO DE DOXAZOSINA;MEDICAMENTO
BROMIDRATO DE GALANTAMINA;15/08/2016;2016;GENÉRICO;126750196;01/08/2026;25351702688;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;VÁLIDO;BROMIDRATO DE GALANTAMINA;MEDICAMENTO
cloridrato de sertralina;15/08/2016;2016;GENÉRICO;105830807;01/08/2026;25351089015;ANTIDEPRESSIVOS;45992062000165 - GERMED FARMACEUTICA LTDA;VÁLIDO;CLORIDRATO DE SERTRALINA;MEDICAMENTO
cloridrato de venlafaxina;15/08/2016;2016;GENÉRICO;105830806;01/08/2021;25351300590;ANTIDEPRESSIVOS;45992062000165 - GERMED FARMACEUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
meloxicam;15/08/2016;2016;GENÉRICO;154230233;01/08/2026;25351089737;ANTINFLAMATORIOS;03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A;VÁLIDO;MELOXICAM;MEDICAMENTO
CABERGOLINA;22/08/2016;2016;GENÉRICO;105830808;01/08/2026;25351354382;OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES;45992062000165 - GERMED FARMACEUTICA LTDA;VÁLIDO;CABERGOLINA;MEDICAMENTO
CABERGOLINA;22/08/2016;2016;GENÉRICO;135690677;01/08/2026;25351360281;OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES;00923140000131 - EMS SIGMA PHARMA LTDA;VÁLIDO;CABERGOLINA;MEDICAMENTO
CABERGOLINA;22/08/2016;2016;GENÉRICO;167730428;01/08/2026;25351360367;OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;CABERGOLINA;MEDICAMENTO
cabergolina;22/08/2016;2016;GENÉRICO;126750197;01/08/2026;25351369599;OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;VÁLIDO;CABERGOLINA;MEDICAMENTO
citrato de sildenafila;22/08/2016;2016;GENÉRICO;126750198;01/08/2026;25351458324;VASODILATADORES;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;VÁLIDO;CITRATO DE SILDENAFILA;MEDICAMENTO
cloridrato de metformina;22/08/2016;2016;GENÉRICO;105830809;01/08/2026;25351087563;ANTIDIABETICOS;45992062000165 - GERMED FARMACEUTICA LTDA;VÁLIDO;CLORIDRATO DE METFORMINA;MEDICAMENTO
dicloridrato de betaistina;22/08/2016;2016;GENÉRICO;154230235;01/08/2026;25351089740;ANTIVERTIGINOSOS;03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A;VÁLIDO;DICLORIDRATO DE BETAISTINA;MEDICAMENTO
glimepirida;22/08/2016;2016;GENÉRICO;154230236;01/08/2026;25351089879;ANTIDIABETICOS;03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A;VÁLIDO;GLIMEPIRIDA;MEDICAMENTO
sinvastatina;22/08/2016;2016;GENÉRICO;105350185;01/08/2026;25351150668;ANTILIPEMICOS;17115437000173 - LABORATÓRIO GLOBO SA;VÁLIDO;SINVASTATINA;MEDICAMENTO
captopril;29/08/2016;2016;GENÉRICO;167730430;01/08/2026;25351300588;ANTI-HIPERTENSIVOS SIMPLES;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;CAPTOPRIL;MEDICAMENTO
cloridrato de sertralina;29/08/2016;2016;GENÉRICO;167730431;01/08/2026;25351089023;ANTIDEPRESSIVOS;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;CLORIDRATO DE SERTRALINA;MEDICAMENTO
pantoprazol sódico sesqui-hidratado;29/08/2016;2016;GENÉRICO;167730432;01/08/2026;25351117813;ANTIULCEROSOS;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;MEDICAMENTO
rifamicina SV sódica;29/08/2016;2016;GENÉRICO;105830811;01/08/2026;25351109932;RIFAMPICINAS;45992062000165 - GERMED FARMACEUTICA LTDA;VÁLIDO;RIFAMICINA;MEDICAMENTO
RITONAVIR;05/09/2016;2016;GENÉRICO;101830153;01/09/2026;25351679846;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA);10877926000113 - LABORATORIO FARMACEUTICO DO ESTADO DE PERNAMBUCO GOVERNADOR MIG;VÁLIDO;RITONAVIR;MEDICAMENTO
atenolol;05/09/2016;2016;GENÉRICO;167730435;01/09/2026;25351324291;BETABLOQUEADORES SIMPLES;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;ATENOLOL;MEDICAMENTO
cloridrato de ciclobenzaprina;05/09/2016;2016;GENÉRICO;154230237;01/09/2026;25351193196;RELAXANTES MUSCULARES;03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A;VÁLIDO;CLORIDRATO DE CICLOBENZAPRINA;MEDICAMENTO
hemitartarato de zolpidem;05/09/2016;2016;GENÉRICO;105830812;01/09/2026;25351186668;HIPNOTICOS;45992062000165 - GERMED FARMACEUTICA LTDA;VÁLIDO;HEMITARTARATO DE ZOLPIDEM;MEDICAMENTO
hemitartarato de zolpidem;05/09/2016;2016;GENÉRICO;167730437;01/09/2026;25351186669;HIPNOTICOS;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;HEMITARTARATO DE ZOLPIDEM;MEDICAMENTO
rifamicina SV sódica;05/09/2016;2016;GENÉRICO;167730436;01/09/2026;25351109945;RIFAMPICINAS;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;RIFAMICINA;MEDICAMENTO
CLORIDRATO DE FINGOLIMODE;12/09/2016;2016;GENÉRICO;102351172;01/09/2026;25351865507;AGENTE IMUNOSUPRESSOR;57507378000365 - EMS S/A;VÁLIDO;CLORIDRATO DE FINGOLIMODE;MEDICAMENTO
EZETIMIBA+SINVASTATINA;12/09/2016;2016;GENÉRICO;105830814;01/09/2026;25351666623;ANTILIPEMICOS;45992062000165 - GERMED FARMACEUTICA LTDA;VÁLIDO;EZETIMIBA +  SINVASTATINA;MEDICAMENTO
MESILATO DE DOXAZOSINA;12/09/2016;2016;GENÉRICO;155840526;01/09/2026;25351005044;ANTI-HIPERTENSIVOS SIMPLES;05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;VÁLIDO;MESILATO DE DOXAZOSINA;MEDICAMENTO
atenolol;12/09/2016;2016;GENÉRICO;126750202;01/09/2026;25351318446;BETABLOQUEADORES SIMPLES;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;VÁLIDO;ATENOLOL;MEDICAMENTO
atenolol + clortalidona;12/09/2016;2016;GENÉRICO;167730439;01/09/2026;25351654281;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;ATENOLOL +  CLORTALIDONA;MEDICAMENTO
cloridrato de fluoxetina;12/09/2016;2016;GENÉRICO;154230239;01/09/2026;25351210905;ANTIDEPRESSIVOS;03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A;CADUCO/CANCELADO;;MEDICAMENTO
cloridrato de memantina;12/09/2016;2016;GENÉRICO;112130480;01/09/2021;25351441521;OUTROS MEDICAMENTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;53162095000106 - BIOSINTÉTICA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
desloratadina;12/09/2016;2016;GENÉRICO;102351171;01/09/2026;25351204142;ANTI-HISTAMINICOS SISTEMICOS;57507378000365 - EMS S/A;VÁLIDO;DESLORATADINA;MEDICAMENTO
drosperinona + etinilestradiol;12/09/2016;2016;GENÉRICO;126750200;01/09/2026;25351240670;ANTICONCEPCIONAIS;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;VÁLIDO;DROSPIRENONA +  ETINILESTRADIOL;MEDICAMENTO
finasterida;12/09/2016;2016;GENÉRICO;126750201;01/09/2026;25351278554;INIBIDOR DA ALFA-REDUTASE;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;VÁLIDO;FINASTERIDA;MEDICAMENTO
